Z,A,Mass-Excess (MeV)
101,231,87.43
102,231,97.31
103,231,108.4
104,231,120.06
66,232,369.78
67,232,343.59
68,232,316.33
69,232,292.66
70,232,267.87
71,232,247.16
72,232,225.15
73,232,206.82
74,232,187.12
75,232,171.08
76,232,153.61
77,232,139.8
78,232,124.34
79,232,112.58
80,232,99.21
81,232,89.59
82,232,80.08
83,232,72.99
84,232,64.16
85,232,58.95
86,232,50.9
87,232,46.78
88,232,40.95
89,232,39.12
90,232,35.54
91,232,36.03
92,232,34.71
93,232,37.51
94,232,38.45
95,232,43.56
96,232,46.74
97,232,54.14
98,232,59.54
99,232,69.19
100,232,76.62
101,232,87.02
102,232,95.09
103,232,107.41
104,232,117.14
105,232,131.24
67,233,353.46
68,233,326.57
69,233,301.76
70,233,277.39
71,233,255.52
72,233,234.0
73,233,214.47
74,233,195.32
75,233,178.03
76,233,161.16
77,233,146.18
78,233,131.63
79,233,118.64
80,233,105.94
81,233,94.95
82,233,85.87
83,233,77.37
84,233,69.32
85,233,62.78
86,233,55.8
87,233,50.11
88,233,45.06
89,233,41.61
90,233,38.85
91,233,37.66
92,233,37.2
93,233,38.28
94,233,40.12
95,233,43.46
96,233,47.59
97,233,53.18
98,233,59.57
99,233,67.37
100,233,75.99
101,233,85.31
102,233,94.57
103,233,104.97
104,233,116.14
105,233,128.28
67,234,363.76
68,234,335.77
69,234,311.36
70,234,285.84
71,234,264.43
72,234,241.75
73,234,222.73
74,234,202.38
75,234,185.67
76,234,167.56
77,234,153.2
78,234,137.38
79,234,125.27
80,234,111.5
81,234,101.21
82,234,90.4
83,234,82.66
84,234,73.19
85,234,67.44
86,234,59.44
87,234,54.51
88,234,47.89
89,234,45.24
90,234,40.85
91,234,40.5
92,234,38.36
93,234,40.32
94,234,40.44
95,234,44.7
96,234,47.06
97,234,53.61
98,234,58.19
99,234,67.0
100,234,73.78
101,234,84.81
102,234,92.52
103,234,104.12
104,234,113.37
105,234,126.88
68,235,346.27
69,235,320.72
70,235,295.62
71,235,273.05
72,235,250.84
73,235,230.63
74,235,210.81
75,235,192.86
76,235,175.33
77,235,159.71
78,235,144.52
79,235,131.12
80,235,118.18
81,235,106.88
82,235,96.36
83,235,87.23
84,235,78.51
85,235,71.33
86,235,64.6
87,235,58.13
88,235,52.28
89,235,48.03
90,235,44.45
91,235,42.44
92,235,41.15
93,235,41.4
94,235,42.41
95,235,44.92
96,235,48.21
97,235,52.97
98,235,58.53
99,235,65.51
100,235,73.31
101,235,82.47
102,235,92.15
103,235,101.95
104,235,112.42
105,235,124.09
68,236,355.72
69,236,330.58
70,236,304.33
71,236,282.22
72,236,258.85
73,236,239.14
74,236,218.12
75,236,200.72
76,236,181.96
77,236,166.94
78,236,150.49
79,236,137.74
80,236,123.5
81,236,113.08
82,236,101.08
83,236,92.68
84,236,82.57
85,236,76.16
86,236,67.99
87,236,62.79
88,236,55.39
89,236,51.93
90,236,46.75
91,236,45.56
92,236,42.62
93,236,43.73
94,236,43.04
95,236,46.45
96,236,48.0
97,236,53.7
98,236,57.48
99,236,65.45
100,236,71.42
101,236,81.62
102,236,89.75
103,236,101.25
104,236,109.92
105,236,122.83
106,236,133.15
69,237,340.2
70,237,314.37
71,237,291.11
72,237,268.2
73,237,247.3
74,237,226.78
75,237,208.17
76,237,189.96
77,237,173.69
78,237,157.85
79,237,143.81
80,237,130.24
81,237,118.5
82,237,107.23
83,237,97.45
84,237,88.08
85,237,80.25
86,237,72.85
87,237,66.7
88,237,60.05
89,237,55.01
90,237,50.63
91,237,47.82
92,237,45.7
93,237,45.14
94,237,45.32
95,237,47.01
96,237,49.46
97,237,53.4
98,237,58.13
99,237,64.29
100,237,71.26
101,237,79.62
102,237,88.79
103,237,99.26
104,237,109.12
105,237,120.11
106,237,131.87
69,238,350.16
70,238,323.34
71,238,300.53
72,238,276.48
73,238,256.05
74,238,234.36
75,238,216.26
76,238,196.84
77,238,181.14
78,238,164.05
79,238,150.64
80,238,135.79
81,238,124.73
82,238,112.14
83,238,103.09
84,238,92.34
85,238,85.26
86,238,76.45
87,238,71.35
88,238,63.46
89,238,59.19
90,238,53.23
91,238,51.23
92,238,47.49
93,238,47.77
94,238,46.27
95,238,48.85
96,238,49.58
97,238,54.44
98,238,57.41
99,238,64.54
100,238,69.71
101,238,79.08
102,238,86.41
103,238,97.98
104,238,106.79
105,238,118.99
106,238,128.84
70,239,333.52
71,239,309.68
72,239,286.08
73,239,264.49
74,239,243.28
75,239,223.98
76,239,205.08
77,239,188.14
78,239,171.63
79,239,156.95
80,239,142.74
81,239,130.37
82,239,118.48
83,239,108.07
84,239,98.05
85,239,89.56
86,239,81.51
87,239,74.96
88,239,68.4
89,239,62.58
90,239,57.4
91,239,53.8
92,239,50.87
93,239,49.51
94,239,48.86
95,239,49.73
96,239,51.36
97,239,54.48
98,239,58.38
99,239,63.73
100,239,69.87
101,239,77.42
102,239,85.78
103,239,95.49
104,239,106.01
105,239,116.55
106,239,127.63
70,240,342.58
71,240,319.2
72,240,294.62
73,240,273.51
74,240,251.12
75,240,232.32
76,240,212.22
77,240,195.82
78,240,178.07
79,240,164.0
80,240,148.51
81,240,136.81
82,240,123.61
83,240,113.9
84,240,102.52
85,240,94.77
86,240,85.31
87,240,79.54
88,240,72.0
89,240,67.04
90,240,60.31
91,240,57.5
92,240,52.98
93,240,52.44
94,240,50.14
95,240,51.88
96,240,51.82
97,240,55.84
98,240,58.0
